##name	Roget II: the new thesaurus
##sourceLang	English
##targetLang	English
##bgl_defaultCharset	cp22
##bgl_sourceCharset	cp22
##bgl_targetCharset	cp22
##bgl_defaultEncoding	cp22
##bgl_sourceEncoding	utf
##bgl_targetEncoding	utf
##sourceCharset	UTF-8
##targetCharset	UTF-8
##caseSensitive	
##spellingAlternatives	
##utfEncoding	
##bgl_lastUpdated	21/0/1, 2:0
##bgl_middleUpdated	21/0/1, 2:0
##author	Ebrahim Mehri
##email	ebrahim.mehri@gmail.com
##browsingEnabled	
##bgl_creationTime	21/0/1, 1:4
##description	
remit	pos: verb 1. To grant forgiveness to or for: condone, excuse, forgive, pardon.  forgive and forget. 2. To become or cause to become less active or intense: abate, bate, die (away, down, off,  out), ease (off  up), ebb, fall, fall off, lapse, let up, moderate, slacken, slack off, subside, wane. 3. To cease trying to accomplish or continue: abandon, break off, desist, discontinue, give up, leave off, quit, relinquish, stop.  swear off.  lay off.  call it a day, call it quits, hang up one's fiddle, have done with, throw in the towel. 4. To put off until a later time: adjourn, defer, delay, hold off, hold up, postpone, shelve, stay, suspend, table, waive.  wait.  put on ice. 
remnant	pos: noun What remains after a part has been used or subtracted: balance, leavings, leftover, remainder, remains, residue, rest. 
remonstrance	pos: noun The act of expressing strong or reasoned opposition: challenge, demur, exception, expostulation, objection, protest, protestation, remon-stration, squawk.  kick. 
remonstrate	pos: verb To express opposition, often by argument: challenge, demur, except, expostulate, inveigh, object, protest.  kick, squawk.  set up a squawk, take exception. 
remonstration	pos: noun The act of expressing strong or reasoned opposition: challenge, demur, exception, expostulation, objection, protest, protestation, remonstrance, squawk.  kick. 
remorse	pos: noun A feeling of regret for one's sins or misdeeds: compunction, contriteness, contrition, penitence, penitency, remorsefulness, repentance, rue.  attrition. 
remorseful	pos: adjective Feeling or expressing regret for one's sins or misdeeds: compunctious, contrite, penitent, penitential, regretful, repentant, sorry. 
remorsefulness	pos: noun A feeling of regret for one's sins or misdeeds: compunction, contriteness, contrition, penitence, penitency, remorse, repentance, rue.  attrition. 
remorseless	pos: adjective 1. Having or showing no mercy: merciless, pitiless, unmerciful. 2. Firmly, often unreasonably immovable in purpose or will: adamant, adamantine, brassbound, die-hard, grim, implacable, incompliant, inexorable, inflexible, intransigent, iron, obdurate, relentless, rigid, stubborn, unbendable, unbending, uncompliant, uncompromising, unrelenting, unyielding.  stubborn as a mule (or ox). 3. Devoid of remorse: impenitent, unrepentant. 
remorselessness	pos: noun The quality or state of being stubbornly inflexible: die-hardism, grimness, implacability, implacableness, incompliance, incompliancy, inexorability, inexorableness, inflexibility, inflexibleness, intransigence, intransigency, obduracy, obdurateness, relentlessness, rigidity, rigidness, stubbornness. 
remote	pos: adjective 1. Far from others in space, time, or relationship: distant, far, faraway, far-flung, far-off, removed.  at a distance. 2. Far from centers of human population: back, insular, isolated, lonely, lonesome, obscure, outlying, out-of-the-way, removed, secluded, solitary.  off the beaten path ( track). 3. Small in degree, especially of probability: faint, negligible, outside, slender, slight, slim. 4. Not friendly, sociable, or warm in manner: aloof, chill, chilly, cool, distant, offish, reserved, reticent, solitary, standoffish, unapproachable, uncommunicative, undemonstrative, withdrawn. 
remoteness	pos: noun 1. The fact or condition of being far removed or apart: distance, farness. 2. Dissociation from one's surroundings or worldly affairs: aloofness, detachment, distance. 
remotion	pos: noun The act or process of moving from one place to another: move, relocation, removal. 
removal	pos: noun 1. The act or process of moving from one place to another: move, relocation, remotion. 2. The act or process of eliminating: clearance, elimination, eradication, liquidation, purge, riddance. 
remove	pos: verb 1. To move (something) from a position occupied: take, take away, take off, take out, withdraw. 2. To go or cause to go from one place to another: maneuver, move, shift, transfer. 3. To move along a particular course: fare, go, journey, pass, proceed, push on, travel, wend.  make one's way. 4. To change one's residence or place of business, for example: move, relocate, transfer. 5. To take from one's own person: doff, take off. 6. To take or leave out: drop, eliminate, omit. 7. To destroy all traces of: abolish, annihilate, blot out, clear, eradicate, erase, exterminate, extinguish, extirpate, kill, liquidate, obliterate, root (out  up), rub out, snuff out, stamp out, uproot, wipe out.  do away with, make an end of, put an end to. 8. To get rid of, especially by banishment or execution: eliminate, eradicate, liquidate, purge, wipe out.  do away with, put an end to. pos: noun Degree of separation, especially in time: distance. 
removed	pos: adjective 1. Far from others in space, time, or relationship: distant, far, faraway, far-flung, far-off, remote.  at a distance. 2. Far from centers of human population: back, insular, isolated, lonely, lonesome, obscure, outlying, out-of-the-way, remote, secluded, solitary.  off the beaten path ( track). 3. Set away from all others: alone, apart, detached, isolate, isolated, lone, solitary. 
remunerate	pos: verb 1. To give payment to in return for goods or services rendered: compensate, pay, recompense. 2. To give compensation to: compensate, indemnify, pay, recompense, redress, reimburse, repay, requite. 3. To give a satisfactory return to: compensate, indemnify, pay, recompense, repay, requite, reward. 
remuneration	pos: noun 1. Something given in exchange for goods or services rendered: compensation, consideration, payment, recompense. 2. Payment for work done: compensation, earnings, emolument, fee, hire, pay, salary, stipend, wage. 3. Something to make up for loss or damage: amends, compensation, indemnification, indemnity, offset, quittance, recompense, redress, reimbursement, reparation, repayment, requital, restitution, satisfaction, setoff. 
remunerative	pos: adjective 1. Affording compensation: compensative, compensatory. 2. Affording profit: advantageous, fat, lucrative, money-making, profitable, rewarding. 
renaissance	pos: noun The act of reviving or condition of being revived: reactivation, rebirth, renascence, renewal, resurgence, resurrection, resuscitation, revitalization, revival, revivification. 
renascence	pos: noun The act of reviving or condition of being revived: reactivation, rebirth, renaissance, renewal, resurgence, resurrection, resuscitation, revitalization, revival, revivification. 
rend	pos: verb To separate or pull apart by force: rip, rive, run, split, tear. 
render	pos: verb 1. To give up a possession, claim, or right: abandon, abdicate, cede, demit, forswear, hand over, quitclaim, relinquish, renounce, resign, surrender, waive, yield. 2. To present a lifelike image of: delineate, depict, describe, express, image, limn, picture, portray, represent, show. 3. To perform according to one's artistic conception: execute, interpret, play. 4. To express in another language, while systematically retaining the original sense: construe, put, translate. 5. To express the meaning of in other, especially simpler, words: paraphrase, rephrase, restate, reword, translate. 6. To deliver (an indictment or verdict, for example): hand down, return. 
rendering	pos: noun 1. One's artistic conception as shown by the way in which something such as a dramatic role or musical composition is rendered: execution, interpretation, performance, reading, realization, rendition. 2. A restating of something in other, especially simpler, words: paraphrase, restatement, translation, version. 
rendezvous	pos: noun 1. A commitment to appear at a certain time and place: appointment, assignation, date, engagement, tryst. 2. A frequently visited place: haunt, resort, stamping ground.  hangout. pos: verb To come together by arrangement: get together, meet. 
rendition	pos: noun One's artistic conception as shown by the way in which something such as a dramatic role or musical composition is rendered: execution, interpretation, performance, reading, realization, rendering. 
renegade	pos: noun A person who has defected: apostate, defector, deserter, recreant, runagate, tergiversator, turncoat.  rat. pos: verb To abandon one's cause or party usually to join another: apostatize, defect, desert, tergiversate, turn.  rat.  change sides, turn one's coat. 
renege	pos: verb To abandon a former position or commitment: back down ( out), retreat.  cop out, fink out. 
renew	pos: verb 1. To make new or as if new again: furbish, recondition, re-create, refresh, refurbish, rejuvenate, renovate, restore, revamp.  give a new look to. 2. To begin or go on after an interruption: continue, pick up, reopen, restart, resume, take up. 3. To impart renewed energy and strength to (a person): freshen, refresh, reinvigorate, rejuvenate, restore, revitalize, revivify. 4. To rouse from a state of inactivity or quiescence: reactivate, reanimate, reawaken, rekindle, resurrect, resuscitate, revitalize, revive, revivify. 5. To arrange for the extension of: extend. 6. To bring back into existence or use: reestablish, reinstate, reintroduce, restore, return, revive. 
renewal	pos: noun 1. The act of making new or as if new again: face-lift, facelifting, refurbishment, rejuvenation, renovation, restoration, revampment. 2. A continuing after interruption: continuation, resumption, resurgence, revival. 3. The act of reviving or condition of being revived: reactivation, rebirth, renaissance, renascence, resurgence, resurrection, resuscitation, revitalization, revival, revivification. 
renewing	pos: adjective Producing or stimulating physical, mental, or emotional vigor: bracing, energizing, exhila-rant, exhilarating, innerving, intoxicating, invigorating, refreshing, reinvigorating, restorative, roborant, stimulating, tonic. 
